SUE,SUE_traditional,Coordination_Index,coord_queries,Human_Minutes,Requests_Total,Requests_Denied,Blocking_Prob,Mean_Quality,Total_Active_Users,Correct_SUE,Num_Interfering_Assignments,Interference_Rate,architecture_id,coordination_mode,licensing_mode,freq_plan,interference_mitigation,sensing_mode,pricing_mode,enforcement_mode,priority_mode
0.00000963,0.46485185,2600642.60000000,26.00000000,2600640.00000000,43,17,0.39534884,1.00000000,26,0.46485185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Usage Based,Passive,Co-Primary
0.00000111,0.12859259,1300320.30000000,3.00000000,1300320.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Usage Based,Passive,Exclusive
0.00000815,0.36629630,3719523.30000000,33.00000000,3719520.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Active,Hierarchical
0.00001000,0.49759259,4959362.70000000,27.00000000,4959360.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Active,Co-Primary
0.00000111,0.04622222,2479680.30000000,3.00000000,2479680.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Active,Exclusive
0.00000815,0.36629630,1859763.30000000,33.00000000,1859760.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Passive,Hierarchical
0.00001000,0.49759259,2479682.70000000,27.00000000,2479680.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Passive,Co-Primary
0.00000111,0.04622222,1239840.30000000,3.00000000,1239840.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Device Based,Auction Based,Passive,Exclusive
0.00000815,0.40522222,5391362.90000000,29.00000000,5391360.00000000,52,23,0.44230769,1.00000000,22,0.40522222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Active,Hierarchical
0.00000852,0.47677778,7188482.30000000,23.00000000,7188480.00000000,52,29,0.55769231,1.00000000,23,0.47677778,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Active,Co-Primary
0.00000111,0.13170370,3594240.30000000,3.00000000,3594240.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Active,Exclusive
0.00000815,0.40522222,2695682.90000000,29.00000000,2695680.00000000,52,23,0.44230769,1.00000000,22,0.40522222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Passive,Hierarchical
0.00000852,0.47677778,3594242.30000000,23.00000000,3594240.00000000,52,29,0.55769231,1.00000000,23,0.47677778,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Passive,Co-Primary
0.00000111,0.13170370,1797120.30000000,3.00000000,1797120.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Passive,Exclusive
0.00000852,0.43037037,4458242.90000000,29.00000000,4458240.00000000,43,14,0.32558140,1.00000000,23,0.43037037,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Active,Hierarchical
0.00000963,0.46485185,5944322.60000000,26.00000000,5944320.00000000,43,17,0.39534884,1.00000000,26,0.46485185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Active,Co-Primary
0.00000111,0.12859259,2972160.30000000,3.00000000,2972160.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Active,Exclusive
0.00000852,0.43037037,2229122.90000000,29.00000000,2229120.00000000,43,14,0.32558140,1.00000000,23,0.43037037,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Passive,Hierarchical
0.00000963,0.46485185,2972162.60000000,26.00000000,2972160.00000000,43,17,0.39534884,1.00000000,26,0.46485185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Passive,Co-Primary
0.00000111,0.12859259,1486080.30000000,3.00000000,1486080.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Passive,Exclusive
0.00000815,0.36629630,4250883.30000000,33.00000000,4250880.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Active,Hierarchical
0.00001000,0.49759259,5667842.70000000,27.00000000,5667840.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Active,Co-Primary
0.00000111,0.04622222,2833920.30000000,3.00000000,2833920.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Active,Exclusive
0.00000815,0.36629630,2125443.30000000,33.00000000,2125440.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Passive,Hierarchical
0.00001000,0.49759259,2833922.70000000,27.00000000,2833920.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Passive,Co-Primary
0.00000111,0.04622222,1416960.30000000,3.00000000,1416960.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Passive,Exclusive
0.00000815,0.40522222,6739202.90000000,29.00000000,6739200.00000000,52,23,0.44230769,1.00000000,22,0.40522222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Active,Hierarchical
0.00000852,0.47677778,8985602.30000000,23.00000000,8985600.00000000,52,29,0.55769231,1.00000000,23,0.47677778,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Active,Co-Primary
0.00000111,0.13170370,4492800.30000000,3.00000000,4492800.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Active,Exclusive
0.00000815,0.40522222,3369602.90000000,29.00000000,3369600.00000000,52,23,0.44230769,1.00000000,22,0.40522222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Passive,Hierarchical
0.00000852,0.47677778,4492802.30000000,23.00000000,4492800.00000000,52,29,0.55769231,1.00000000,23,0.47677778,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Passive,Co-Primary
0.00000111,0.13170370,2246400.30000000,3.00000000,2246400.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,No Cost,Passive,Exclusive
0.00000852,0.43037037,5572802.90000000,29.00000000,5572800.00000000,43,14,0.32558140,1.00000000,23,0.43037037,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Active,Hierarchical
0.00000963,0.46485185,7430402.60000000,26.00000000,7430400.00000000,43,17,0.39534884,1.00000000,26,0.46485185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Active,Co-Primary
0.00000111,0.12859259,3715200.30000000,3.00000000,3715200.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Active,Exclusive
0.00000852,0.43037037,2786402.90000000,29.00000000,2786400.00000000,43,14,0.32558140,1.00000000,23,0.43037037,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Passive,Hierarchical
0.00000963,0.46485185,3715202.60000000,26.00000000,3715200.00000000,43,17,0.39534884,1.00000000,26,0.46485185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Passive,Co-Primary
0.00000111,0.12859259,1857600.30000000,3.00000000,1857600.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Usage Based,Passive,Exclusive
0.00000815,0.36629630,5313603.30000000,33.00000000,5313600.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Active,Hierarchical
0.00001000,0.49759259,7084802.70000000,27.00000000,7084800.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Active,Co-Primary
0.00000111,0.04622222,3542400.30000000,3.00000000,3542400.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Active,Exclusive
0.00000815,0.36629630,2656803.30000000,33.00000000,2656800.00000000,41,8,0.19512195,1.00000000,22,0.36629630,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Passive,Hierarchical
0.00001000,0.49759259,3542402.70000000,27.00000000,3542400.00000000,41,14,0.34146341,1.00000000,27,0.49759259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Passive,Co-Primary
0.00000111,0.04622222,1771200.30000000,3.00000000,1771200.00000000,41,38,0.92682927,1.00000000,3,0.04622222,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=No Mitigation, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,No Mitigation,Database Only,Auction Based,Passive,Exclusive
0.00001000,0.40344837,4717443.50000000,35.00000000,4717440.00000000,52,17,0.32692308,0.76107778,27,0.49103704,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Active,Hierarchical
0.00001333,0.42097024,6289923.60000000,36.00000000,6289920.00000000,52,16,0.30769231,0.54263484,36,0.66992593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Active,Co-Primary
0.00000111,0.13170370,3144960.30000000,3.00000000,3144960.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Active,Exclusive
0.00001000,0.40344837,2358723.50000000,35.00000000,2358720.00000000,52,17,0.32692308,0.76107778,27,0.49103704,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Passive,Hierarchical
0.00001333,0.42097024,3144963.60000000,36.00000000,3144960.00000000,52,16,0.30769231,0.54263484,36,0.66992593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Passive,Co-Primary
0.00000111,0.13170370,1572480.30000000,3.00000000,1572480.00000000,52,49,0.94230769,1.00000000,3,0.13170370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,Power Control,Device Based,No Cost,Passive,Exclusive
0.00000852,0.40406593,3900962.90000000,29.00000000,3900960.00000000,43,14,0.32558140,0.87739130,23,0.43970370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Active,Hierarchical
0.00001259,0.36471614,5201283.40000000,34.00000000,5201280.00000000,43,9,0.20930233,0.56358497,34,0.58411111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Active,Co-Primary
0.00000111,0.12859259,2600640.30000000,3.00000000,2600640.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Active,Exclusive
0.00000852,0.40406593,1950482.90000000,29.00000000,1950480.00000000,43,14,0.32558140,0.87739130,23,0.43970370,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Passive,Hierarchical
0.00001259,0.36471614,2600643.40000000,34.00000000,2600640.00000000,43,9,0.20930233,0.56358497,34,0.58411111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Passive,Co-Primary
0.00000111,0.12859259,1300320.30000000,3.00000000,1300320.00000000,43,40,0.93023256,1.00000000,3,0.12859259,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Large Blocks,Power Control,Device Based,Usage Based,Passive,Exclusive
0.00000889,0.34474533,3719523.40000000,34.00000000,3719520.00000000,41,7,0.17073171,0.83762500,24,0.41888889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Large Blocks,Power Control,Device Based,Auction Based,Active,Hierarchical
0.00001370,0.36109953,4959363.70000000,37.00000000,4959360.00000000,41,4,0.09756098,0.53649919,37,0.65992593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Large Blocks, int_mitg=Power Control, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Large Blocks,Power Control,Device Based,Auction Based,Active,Co-Primary
